zone,events,next_day_up_rate_pct,2_consecutive_up_rate_pct,3_consecutive_up_rate_pct,median_mae_3d_pct,median_mfe_3d_pct,mean_1d_pct,median_1d_pct,win_1d_pct,mean_2d_pct,median_2d_pct,win_2d_pct,mean_3d_pct,median_3d_pct,win_3d_pct,mean_5d_pct,median_5d_pct,win_5d_pct
水上金叉,111,57.65765765765766,32.432432432432435,15.315315315315313,-1.9792607891226721,2.8299633084843734,0.8385429837367149,0.44677761644140723,59.45945945945946,1.1689890482079779,0.6397885551266969,53.153153153153156,1.244856218565374,0.9141919152930056,61.261261261261254,1.7729826922345877,0.4169678100850671,53.153153153153156
水下金叉,151,47.019867549668874,23.841059602649008,8.609271523178808,-1.6447437784403607,1.875876160427814,-0.026337701568628382,-0.09254118082546725,49.668874172185426,0.3913470797482428,0.0,48.34437086092716,0.5854024507104811,0.16037349204369722,52.317880794701985,0.7433643865138949,0.10445500600617663,51.65562913907284
零轴附近,8,37.5,12.5,12.5,-2.0981766613699104,3.6021917427899286,-0.1930278134475119,0.12186774746258955,62.5,-0.3286126384843629,-0.30785040332814706,25.0,0.6624720746847044,1.2758438212391865,62.5,0.1563851877145347,1.0383417243834736,62.5
