code,name,setup_date,gap_bp,next_day_golden_cross,ret_1d_pct,ret_2d_pct,ret_3d_pct
000400,许继电气,2024-08-01,-6.3537027659715255,False,-0.8511507558218723,-2.076807844205364,-2.4513141767669833
000400,许继电气,2024-08-02,-1.9436775451634476,False,-0.5875846813217178,-0.9677865339416503,4.838932669708296
000400,许继电气,2024-08-30,-7.770784187053667,True,-1.1134257596437047,5.028374398390922,5.207959198333456
000400,许继电气,2024-11-04,-4.0224051544993795,True,-0.06553509404285673,-0.1966052821285924,-0.36044301723572314
000400,许继电气,2024-12-04,-5.900607599464637,True,-1.7604314929957288,-1.7604314929957288,-0.6367518166154884
000400,许继电气,2025-01-16,-8.38704933878135,True,1.3784411799456553,3.3870268992950425,3.4657949667205035
000400,许继电气,2025-02-24,-7.642474191899747,False,-2.857026243826799,-2.448879637565815,-3.061099546957269
000400,许继电气,2025-03-06,-8.23591279887769,False,-0.8793601607972934,-1.4237259746241793,-1.4237259746241793
000400,许继电气,2025-03-07,-6.5315093439340135,False,-0.42299395118648997,-0.42299395118648997,0.8036885072543409
000400,许继电气,2025-04-09,-10.107182477632517,False,-1.2709606002213825,-6.354803001106957,-7.092780123816144
000400,许继电气,2025-04-10,-2.733436055742389,False,-2.5596177637472683,-3.3275030928714533,-4.138048718058096
000400,许继电气,2025-05-08,-2.259202800109382,True,-1.2120647056081402,0.13985361987787215,0.1864714931704814
000400,许继电气,2026-04-09,-9.664727462542105,True,0.8205786863605624,-9.240429555103645,-8.776624210638984
000400,许继电气,2026-04-21,-8.364888059464608,True,0.23113371085172751,-0.11556685542586376,-1.4638468353942669
000400,许继电气,2026-07-15,-2.379018341905459,True,0.7575757575757569,5.151515151515151,10.909090909090914
600406,国电南瑞,2024-05-29,-2.8657727645423314,True,0.6580493537015286,-2.303172737955339,-0.5170387779083407
600406,国电南瑞,2024-08-16,-11.147214814321126,False,0.0,-1.2886597938144395,-0.9331674369001064
600406,国电南瑞,2024-08-19,-4.691758973345801,False,-1.8989577813107172,-1.545663310369183,0.30913266207384105
600406,国电南瑞,2024-12-11,-5.244352003911886,True,0.7980175563862213,-1.6800369608131471,-3.276072073585623
600406,国电南瑞,2024-12-18,-3.497036253429778,True,2.342518846628905,1.3629200562204513,0.8092337833808916
