setups,next_day_cross_precision_pct,mean_1d_pct,mean_2d_pct,mean_3d_pct,win_1d_pct,win_2d_pct,win_3d_pct
118,50.847457627118644,-0.07650564801471096,0.03488490709277488,0.29502067464138126,48.30508474576271,50.0,54.23728813559322
